%nu,H2O/x=.0014/T=296K/P=1atm/L=10cm
7445.795,3.59306783321e-06
7445.796,3.57320549505e-06
7445.797,3.55404316974e-06
7445.798,3.53557521727e-06
7445.799,3.51779600995e-06
7445.8,3.50069988655e-06
7445.801,3.48428110246e-06
7445.802,3.4685337755e-06
7445.803,3.45345182739e-06
7445.804,3.43902892066e-06
7445.805,3.42525839099e-06
7445.806,3.41213317499e-06
7445.807,3.39964573347e-06
7445.808,3.38778797023e-06
7445.809,3.37655114678e-06
7445.81,3.36592579303e-06
7445.811,3.35590161467e-06
7445.812,3.34646739748e-06
7445.813,3.33761090948e-06
7445.814,3.32931880159e-06
7445.815,3.32157650783e-06
7445.816,3.31436814615e-06
7445.817,3.30767642122e-06
7445.818,3.30148253059e-06
7445.819,3.29576607585e-06
7445.82,3.29050498055e-06
7445.821,3.28567541681e-06
7445.822,3.28125174253e-06
7445.823,3.27720645153e-06
7445.824,3.27351013848e-06
7445.825,3.27013148117e-06
7445.826,3.26703724193e-06
7445.827,3.26419229058e-06
7445.828,3.26155965071e-06
7445.829,3.25910057105e-06
7445.83,3.2567746235e-06
7445.831,3.25453982892e-06
7445.832,3.25235281156e-06
7445.833,3.25016898226e-06
7445.834,3.2479427505e-06
7445.835,3.24562776438e-06
7445.836,3.24317717725e-06
7445.837,3.24054393908e-06
7445.838,3.23768110994e-06
7445.839,3.23454219247e-06
7445.84,3.23108147951e-06
7445.841,3.22725441261e-06
7445.842,3.2230179465e-06
7445.843,3.21833091455e-06
7445.844,3.21315438943e-06
7445.845,3.20745203347e-06
7445.846,3.20119043297e-06
7445.847,3.19433941065e-06
7445.848,3.18687231096e-06
7445.849,3.17876625293e-06
7445.85,3.17000234619e-06
7445.851,3.16056586588e-06
7445.852,3.15044638329e-06
7445.853,3.13963784977e-06
7445.854,3.12813863205e-06
7445.855,3.11595149857e-06
7445.856,3.10308355685e-06
7445.857,3.08954614304e-06
7445.858,3.07535466593e-06
7445.859,3.0605284081e-06
7445.86,3.04509028796e-06
7445.861,3.02906658714e-06
7445.862,3.01248664789e-06
7445.863,2.99538254595e-06
7445.864,2.97778874444e-06
7445.865,2.95974173447e-06
7445.866,2.9412796682e-06
7445.867,2.92244199e-06
7445.868,2.90326907107e-06
7445.869,2.8838018525e-06
7445.87,2.86408150136e-06
7445.871,2.84414908396e-06
7445.872,2.82404525965e-06
7445.873,2.80380999808e-06
7445.874,2.78348232229e-06
7445.875,2.76310007905e-06
7445.876,2.74269973774e-06
7445.877,2.72231621795e-06
7445.878,2.70198274601e-06
7445.879,2.68173073959e-06
7445.88,2.66158971966e-06
7445.881,2.64158724828e-06
7445.882,2.62174889067e-06
7445.883,2.60209819969e-06
7445.884,2.58265672063e-06
7445.885,2.56344401435e-06
7445.886,2.54447769631e-06
7445.887,2.52577348964e-06
7445.888,2.50734528976e-06
7445.889,2.48920523872e-06
7445.89,2.47136380728e-06
7445.891,2.45382988267e-06
7445.892,2.4366108607e-06
7445.893,2.41971274035e-06
7445.894,2.40314021966e-06
7445.895,2.38689679172e-06
7445.896,2.37098483957e-06
7445.897,2.35540572932e-06
7445.898,2.34015990053e-06
7445.899,2.3252469535e-06
7445.9,2.31066573275e-06
7445.901,2.29641440651e-06
7445.902,2.28249054191e-06
7445.903,2.26889117564e-06
7445.904,2.25561288016e-06
7445.905,2.24265182524e-06
7445.906,2.23000383508e-06
7445.907,2.21766444094e-06
7445.908,2.20562892951e-06
7445.909,2.19389238713e-06
7445.91,2.1824497401e-06
7445.911,2.17129579118e-06
7445.912,2.16042525261e-06
7445.913,2.14983277577e-06
7445.914,2.13951297782e-06
7445.915,2.12946046536e-06
7445.916,2.11966985549e-06
7445.917,2.11013579444e-06
7445.918,2.10085297387e-06
7445.919,2.09181614518e-06
7445.92,2.08302013192e-06
7445.921,2.07445984044e-06
7445.922,2.06613026908e-06
7445.923,2.05802651582e-06
7445.924,2.05014378479e-06
7445.925,2.04247739149e-06
7445.926,2.035022767e-06
7445.927,2.02777546124e-06
7445.928,2.02073114529e-06
7445.929,2.01388561286e-06
7445.93,2.00723478104e-06
7445.931,2.00077469022e-06
7445.932,1.99450150331e-06
7445.933,1.9884115042e-06
7445.934,1.98250109551e-06
7445.935,1.97676679557e-06
7445.936,1.9712052346e-06
7445.937,1.96581315014e-06
7445.938,1.96058738153e-06
7445.939,1.95552486364e-06
7445.94,1.95062261957e-06
7445.941,1.94587775256e-06
7445.942,1.94128743695e-06
7445.943,1.93684890828e-06
7445.944,1.93255945272e-06
7445.945,1.92841639577e-06
7445.946,1.92441709064e-06
7445.947,1.92055890641e-06
7445.948,1.91683921631e-06
7445.949,1.91325538653e-06
7445.95,1.90980476599e-06
7445.951,1.90648467752e-06
7445.952,1.90329241084e-06
7445.953,1.90022521809e-06
7445.954,1.89728031208e-06
7445.955,1.89445486788e-06
7445.956,1.89174602799e-06
7445.957,1.88915091133e-06
7445.958,1.88666662608e-06
7445.959,1.88429028631e-06
7445.96,1.88201903211e-06
7445.961,1.8798500527e-06
7445.962,1.87778061201e-06
7445.963,1.87580807576e-06
7445.964,1.8739299392e-06
7445.965,1.87214385448e-06
7445.966,1.87044765649e-06
7445.967,1.86883938623e-06
7445.968,1.8673173106e-06
7445.969,1.86587993772e-06
7445.97,1.86452602721e-06
7445.971,1.86325459478e-06
7445.972,1.86206491088e-06
7445.973,1.86095649359e-06
7445.974,1.85992909578e-06
7445.975,1.85898268716e-06
7445.976,1.85811743198e-06
7445.977,1.85733366311e-06
7445.978,1.8566318537e-06
7445.979,1.85601258729e-06
7445.98,1.85547652761e-06
7445.981,1.85502438897e-06
7445.982,1.85465690831e-06
7445.983,1.85437481956e-06
7445.984,1.85417883108e-06
7445.985,1.85406960657e-06
7445.986,1.85404774971e-06
7445.987,1.85411379275e-06
7445.988,1.85426818874e-06
7445.989,1.85451130751e-06
7445.99,1.85484343476e-06
7445.991,1.85526477404e-06
7445.992,1.85577545111e-06
7445.993,1.85637552016e-06
7445.994,1.85706497143e-06
7445.995,1.85784373975e-06
7445.996,1.85871171359e-06
7445.997,1.85966874427e-06
7445.998,1.86071465501e-06
7445.999,1.86184924957e-06
